3830
AB563962	2009-02
AB563963	2009-02
AB563964	2009-01
AB563965	2009-03
AB563966	2009-03
AB563967	2009-04
AB563968	2009-04
AB563969	2009-04
AB563970	2009-05
AB563971	2009-06
AB563972	2009-06
AB563973	2009-07
AB563974	2009-07
AB563975	2009-07
AB563976	2009-05
AB563977	2009-05
AB563978	2009-05
AB563979	2009-05
AB563980	2009-07
AB563981	2009-04
AB563982	2009-05
AB563983	2009-05
AB563984	2009-06
AB563985	2009-06
AB563986	2009-06
AB563987	2009-06
AB563988	2009-07
AB563989	2009-07
AB563990	2009-07
AB563991	2009-07
AB563992	2009-08
AB563993	2009-08
AB563994	2009-05
AB563995	2009-05
AB563996	2009-06
AB563997	2009-07
AB563998	2009-08
AB563999	2009-09
AB564000	2009-09
AB564001	2009-06
AB564002	2009-07
AB564003	2009-07
AB564004	2009-08
AB564005	2009-09
AB564006	2009-04
AB564007	2009-05
AB564008	2009-07
AB564009	2009-07
AB564010	2009-07
AB564011	2009-08
AB564012	2008-09
AB564013	2009-09
AB564014	2009-09
AB564015	2009-10
AB564016	2009-10
AB564017	2009-10
AB564018	2009-07
AB564019	2009-07
AB683584	2004-10
AB683585	2008-07
AB683586	2009-02
AB683587	2004-08
AB683588	2008-10
AB683589	2009-02
AB683590	2009-02
AB683591	2009-04
AB733961	2009-10
AB733962	2010-01
AB733963	2004-12
AB733964	2009-08
AB733965	2009-08
AB733966	2009-08
AB733967	2009-08
AB733968	2009-08
AB733969	2009-10
AB733970	2009-10
AB733971	2010-01
AB733972	2010-01
AB733973	2010-02
AB733974	2009-07
AB733975	2009-11
AB733976	2009-11
AB733977	2009-10
AB733978	2009-11
AB733979	2009-11
KC197929	2010-04-11
KC595280	2011
KC595281	2011
KC595282	2011
KC595283	2011
JX411741	2010-10
KC171643	2008-04-01
KC171644	2004-06-05
KC171645	1999-01-18
KC169986	2009-12-16
JQ756137	2010-10
JQ756143	2010-11
JQ756144	2010-11
JQ756145	2010-11
JX856072	2009-03-31
JX856074	2009-02-03
JX856075	2009-03-06
JX856076	2009-03-31
JX856105	2009-04-07
JX856106	2009-04-08
JX856107	2009-04-21
JX856108	2009-04-21
JX856109	2009-04-22
KC193267	2011
HQ266618	2004
HQ266619	2005
HQ266620	2006
HQ266621	1996
HQ266622	2005
JN162076	2007-03-28
JN162077	2006-10-25
JN162078	2006-01-05
JN162079	2006-01-23
JN162080	2006-08-14
JN162081	2006-04-20
JN162082	2008-02-12
JN162083	2008-02-07
JN162084	2005-05-28
JN162085	2007-03-02
JN162086	2007-12-04
JN162087	2008-01-10
JN162088	2006-06-08
JN162089	2006-06-20
JN162090	2006-06-25
JQ692997	2006-01-03
JQ692998	2007-01-03
JQ692999	2006-03-28
JX088733	2006-01-09
JX088734	2007-03-12
JX088735	2007-05-08
JX088736	2007-05-14
JX088737	2006-06-20
KC196743	2011
JQ699230	2008
JQ699231	2008
JQ699232	2008
JQ699233	2008
JQ699234	2008
JQ699235	2008
JQ699236	2005
JQ699237	2005
JQ699238	2009
JQ699239	2009
JQ699240	2009
JQ699241	2009
JQ699242	2008
JQ699243	2008
JQ699244	2008
JQ699245	2004
JQ699246	2004
JQ699247	2008
JQ699248	2008
JQ699249	2008
JQ699250	2008
JQ699251	2008
JQ699252	2008
JQ699253	2008
JQ699254	2008
JQ699255	2011
JQ699256	2011
JQ699257	2011
JQ699258	2011
JQ699259	2010
JQ699260	2010
JQ699261	2010
JQ699262	2010
JQ699263	2010
JQ699264	2008
JQ699265	2008
JQ699266	2008
JQ699267	2008
JQ699268	2008
JQ699269	2008
JQ699270	2005
JQ699271	2006
JQ699272	2008
JX473838	2009
JX473839	2009
JX473840	2009
JX473841	2009
AB699208	2010-11-03
AB699209	2010-11-30
AB699210	2010-12-01
AB699212	2010-12-03
AB699213	2010-12-04
AB699220	2010-12-12
JX005910	2008
JX005911	2008
JX005912	2008
JX005913	2008
JX005914	2008
JX005915	2008
JX005916	2008
JX005917	2010
JX005918	2009
JX005919	2010
JX005920	2010
JX005921	2010
JX005922	2010
JX005923	2008
JX005924	2010
JX005925	2009
JX005926	2009
JX005927	2009
JX005928	2009
JQ950447	2012-02
JQ950449	2012-02
JQ950451	2012-02
JQ950453	2012-02
JQ944704	2009
JQ944705	2008
JQ944706	2008
JQ944707	2008
JQ944708	2008
JQ944709	2008
JQ946087	2011
JQ685894	1994
JQ685899	2009
JQ685943	2009
JQ685944	1984
JQ685970	1974
JQ685975	2009
JQ685980	2006
JQ685981	1987
JQ685982	1986
JQ685983	1977
JQ685984	2008
JQ685985	2010
JQ685987	2010
JQ685989	2010
JQ685995	2008
JN656515	2002
JN656516	2010
JN656517	2009
JN656518	2010
JN656519	2010
JN656520	2010
JN656521	2010
JN656522	2010
JN656523	2002
JN656524	2002
JN656525	2009
JN656526	2009
JN656527	2009
JN656528	2002
JN656529	2002
JN656530	2002
JN656531	2002
JN656532	2002
JN656533	2004
JN656534	2006
JQ730682	2010
JQ647510	2011-09-17
JQ434296	2008
JQ434297	2008
JQ423952	2011
JF327498	2009-01-28
JF327499	1991-08-27
JF327500	2007-07-20
JF327501	2007-07-02
JF327502	2007-09-26
JF327503	2007-07-18
JF327504	2007-07-18
JF327505	2006-10-19
JN609295	2008
AB635373	2009-11
JF810667	2010-12-30
JF810668	2009-05-20
JF810670	2008-10-11
JF973737	2000
JF973738	1999
JF973739	1972
JF973740	1972
JF973741	1976
JF973742	1977
JF973743	1977
JF973744	1977
JF973745	1977
JF973746	1977
JF973747	1977
JF973748	1977
JF973749	1978
JF973750	1986
JF973751	1986
JF973752	1986
JF973753	1997
JF973754	1997
JF973755	1998
JF973756	1997
JF973757	1997
JF973758	1997
JF973759	1998
JF973760	1997
JF973761	1997
JF973762	1999
JF973763	1999
JF973764	1999
JF973765	1999
JF973766	2000
JF973767	2000
JF973768	2000
JF973769	2000
JF973770	2000
JF973771	2000
JF973772	2000
JF973773	2000
GU808512	2009
GU808513	2009
GU808514	2009
GU808515	2009
GU808516	2008
GU808517	2008
GU808518	2008
GU808519	2008
GU808520	2007
GU808521	2007
GU808522	2007
GU808523	2007
GU808524	2007
HM060254	2006
HM060255	2006
HM060256	2006
HM060257	2006
HM060258	2006
HM060259	2006
HQ913570	2003
HQ197957	2008
HQ197958	2008
HQ197959	2009
HQ197960	2009
HQ197961	2009
HQ197962	2009
HQ197963	2009
HQ197964	2009
HQ197965	2009
HQ197966	2009
HQ197967	2009
HQ197968	2009
HQ197969	2010
HQ197970	2010
HQ197971	2010
HQ197972	2010
HQ197973	2008
HQ197974	2010
HQ197975	2010
HQ197976	2008
AB572962	2008-01-02
AB572963	2008-01-02
AB572964	2001-04-04
AB572965	2001-06-05
AB572966	2001-04-12
AB572967	2009-01-30
AB572968	1999
AB572969	2005-11-22
AB572970	2001-06-01
AB572971	2004-08-19
AB572972	2002-06-12
AB572973	1999
AB572974	2001-06-20
AB572975	2000-01-12
AB572976	2001-03-07
AB572977	1999
AB572978	2006-08-14
AB572979	2006-12-19
AB572980	2007-07-10
AB572981	1999
AB572982	2000
AB572983	2001-06-21
AB572984	2009-02-17
AB572985	2009-01-30
AB572986	2002-06-22
AB572987	2003-04-29
AB572988	2000-11-14
AB572989	1999-09-21
AB572990	1999
AB572991	2008-12-17
AB572992	2004-05-24
AB572993	2003-09-29
AB572994	1999
AB572995	1998-06-21
AB572996	2007-09-07
HQ450385	2008
AB569299	2008-11-01
HQ166186	2000
HQ232301	2002
HM852168	2002
HM852169	1994
HM852170	1996
HM852171	1995
HM852172	1994
HM852173	1994
HM852174	2000
HM852175	1994
HM852176	1995
HM852177	2008
HM852178	2003
HM852179	2008
HM852180	2008
HM852181	2010
HM852182	2008
HM852183	2008
HM852184	2007
HM852185	2008
HM852186	2010
HM852187	2002
HM852188	2004
HM852189	2009
HM852190	2009
GU936875	1990
GU936878	1990
GU936881	1987
GQ472535	2004-03
GQ472536	2003-03
GQ472537	2003-03
GQ472538	2003-04
GQ472539	2003-02
GQ472540	2004-07
GQ472541	2004-10
GQ472542	2003-06
GQ472543	2004-12
GQ472544	2004-03
GQ472545	2003-03
GQ472546	2005-03
GQ472547	2007-04
GQ472548	2007-11
GQ472549	2003-01
GQ472550	2007-08
GQ472551	2007-04
GQ472552	2000-10
GQ472553	2007-08
GQ472554	2007-04
GQ472555	2007-04
GQ472556	2006-08
GQ472557	2006-08
GQ472558	2005-03
GQ472559	2005-03
GQ472560	2007-04
GQ857450	2009
GQ857451	2009
GQ857452	2009
GQ857453	2009
GQ857454	2009
GQ857455	2009
GQ857456	2009
GQ857457	2009
GQ857458	2009
GQ857459	2009
GQ857460	2009
GQ857461	2009
GQ857462	2009
GQ857463	2009
GQ857464	2009
GQ857465	2009
GQ857466	2008
GQ857467	2008
GQ857468	2008
GQ857469	2008
GQ857470	2006
GQ857471	1989
GQ857472	1989
FJ465384	1992
FJ465385	2001
FJ465386	2001
FJ465387	2000
FJ465388	2000
FJ465389	2002
FJ465390	1991
FJ465391	2003
FJ465392	1998
FJ465393	1998
FJ465394	2001
FJ465395	1999
FJ465396	1999
FJ465397	1996
FJ465398	2006
FJ465399	2006
FJ465400	2002
FJ465401	1990
FJ465402	1990
FJ465403	1998
FJ465404	1996
FJ465405	1995
FJ465406	1992
FJ465407	1993
FJ465408	1994
FJ465409	1980
GU937024	2009
GU937025	2009
GU937026	2008
GU937027	2008
GU937028	2008
GU937029	2008
GU937030	2009
GU937031	2009
GU937032	2009
GU937033	2009
GU937034	2009
GU591789	2009-05-15
GU591791	2009-01-03
GU186379	2005
GU186380	2006
GU186381	2006
GU186382	2007
GU186383	2005
GU186384	2005
GU186385	2006
GU186386	2006
GU186387	2005
GU186388	2007
GU186389	2008
GU186390	2007
GU186391	2008
GU186392	2008
GU186393	2008
GU186394	2008
GU186395	2008
GU186396	2005
GU186397	2005
GU186398	2006
GU186399	2006
GU186400	2006
GU186401	2006
GU186402	2003
GU186403	2006
GU186404	2007
GU186405	2007
GU186406	2007
GU186407	2007
GU186408	2008
GU186409	2006
GU186410	2007
GU186411	2008
GU647092	2008-10
FJ602447	2007
FJ602448	2007
FJ602449	2008
FJ602450	1989
FJ602451	2007
FJ602452	1993
FJ602453	2007
FJ602454	2007
FJ602455	2007
FJ602456	2007
FJ602457	2007
FJ602458	2007
FJ602459	1989
GU358653	1994
GU345746	1992
GU345747	1986
GU345748	2006
GU233763	2009-01
GQ303557	2009-02-05
GQ303558	2009-01-12
AB428308	2005-10-05
AB428309	2005-10-05
AB428310	2004-05-11
AB428311	2005-10-05
AB428312	2003-02-10
AB428313	2004-05-11
AB428314	2003-04-20
AB428315	2005-03-15
AB428316	2005-11-09
AB458799	2007
AB458800	2007
AB458801	2007
AB458802	2007
AB458803	2007
AB458804	2007
AB458805	2007
AB458806	2007
AB458807	2007
FJ418876	1985
FJ418877	1986
FJ418878	1997
FJ418879	1998
FJ418880	1994
FJ418882	1989
FJ418883	1992
FJ418884	1992
FJ418885	2006
FJ418886	2006
FJ418887	2006
GU123651	2003
GU123652	2005
GU123653	2005
GU123654	2005
GU123655	2005
GU123656	2005
GU123657	2002
GU123658	2003
GU123659	2005
GU123660	2005
GU123661	2005
GU123662	2008
FJ842721	2008
FJ842722	2008
FJ842723	2008
FJ842724	2008
FJ842725	2008
FJ842726	2008
FJ842727	2008
FJ842728	2008
FJ842729	2008
FJ842730	2008
FJ842731	2008
FJ842732	2008
FJ842733	2008
FJ842734	2008
FJ842735	2008
FJ842736	2008
FJ842737	2007
FJ842738	2007
FJ842739	2007
FJ842740	2008
FJ842741	2007
FJ842742	2007
FJ842743	2007
FJ842744	2007
FJ842745	2007
FJ842746	2007
FJ842747	2008
FJ842748	2007
FJ842749	2008
FJ842750	2007
FJ842751	2007
FJ842752	2007
FJ842753	2007
FJ842754	2007
FJ842755	2007
FJ842756	2008
FJ842757	2008
FJ842758	2008
FJ842759	2008
FJ842760	2008
FJ842761	2008
FJ842762	2008
FJ842763	2004
GQ406342	2005-07
EU982551	2001-03-15
EU888730	2008
EU888731	2008
EU888732	2007
EU888733	2007
EU888734	2007
EU888735	2007
EU888736	2007
EU888737	2007
EU888738	2007
EU888739	2007
EU888740	2007
EU888741	2006
EU888742	2005
EU888743	2007
EU888744	2007
EU888745	2007
EU888746	2005
EU888747	2006
EU888748	2005
EU888749	2007
EU888750	2007
EU888751	2007
EU888752	2007
EU888753	2007
EU888754	2007
EU888755	2007
EU888756	2007
EU888757	2007
EU888758	2007
EU888759	2007
EU888760	2007
EU888761	2007
EU888762	2007
EU888763	2007
EU888764	2007
EU888765	2007
EU888766	2007
EU888767	2007
EU888768	2007
EU888769	2007
EU888770	2007
EU888771	2007
EU888772	2007
EU888773	2007
EU888774	2007
EU888775	2006
EU888776	2006
EU888777	2006
EU888778	2006
EU888779	2006
EU888780	2006
EU888781	2006
EU888782	2006
EU888783	2006
EU888784	2006
EU888785	2006
EU888786	2006
EU888787	2006
EU888788	2006
EU888789	2006
EU888790	2006
EU888791	2006
EU888792	2006
EU888793	2006
EU888794	2006
EU888795	2006
EU888796	2006
EU888797	2006
EU888798	2006
EU888799	2006
EU888800	2006
EU888801	2006
EU888802	2006
EU888803	1989
FJ435707	2006
FJ435708	2005
FJ435709	2007
FJ435710	2007
FJ435711	2006
FJ435712	2006
GQ233040	2001
FJ979833	2008-12-28
EU643590	2006
FJ913470	2007-03
FJ866832	2008-11
FJ866833	2008-11
FJ866834	2008-11
FJ866835	2008-11
FJ866836	2008-11
FJ825126	2008
FJ825127	2008
FJ825128	2008
FJ825129	2008
FJ825130	2008
FJ825131	2008
FJ825132	2008
FJ825133	2008
FJ825134	2008
FJ825135	2008
FJ545659	2007
FJ545660	1997
FJ545661	2007
FJ545662	2004
FJ545663	1986
FJ545664	1986
FJ545665	2007
FJ545666	1995
FJ545667	1994
FJ545668	2007
FJ545669	2007
FJ545670	2007
FJ545671	1988
FJ545672	1986
FJ545673	1986
FJ545674	1987
FJ545675	1987
FJ545676	1989
FJ545677	1989
FJ545678	1990
FJ545679	1990
FJ545680	1990
FJ545681	1990
FJ545682	1991
FJ545683	1992
FJ545684	1992
FJ545685	1993
FJ719749	2008-11
FJ719752	2008-11
FJ719756	2008-10
FJ719758	2008-10
FJ712193	2008
FJ712194	2008
FJ712195	2008
FJ712196	2008
EU827276	2007
EU827277	2007
EU700029	2007
EU700030	2008
EU086128	2004
EU086129	1999
EU086130	1999
EU086131	1998
EU086132	1998
EU086133	1999
EU086134	1998
EU086135	1998
EU086136	1997
EU086137	1997
EU086138	1992
EU086139	1992
EU086140	1987
EU086141	1989
EU086142	1989
EU086143	1989
EU086144	1994
EU086145	1992
EU086146	2005
EU086147	2004
EU086148	2004
EU086149	2004
EU086150	2005
EU086151	2003
EU086152	1999
EU086153	1998
EU086154	1998
EU086155	2004
EU086156	1986
EU086157	1983
EU086158	1983
EU086159	2001
EU086160	2001
EU886631	2001
EU886632	2002
EU886633	2004
EU886634	2004
EU886635	2005
EU886636	2006
EU828652	2007-05
EU828654	2007-05
EU828656	2007-05
EU828658	2007-05
EU293111	1983
EU293115	1991
EU275240	2007-03-07
EU275241	2007-07-12
EU275242	2006-09-09
DQ900571	1996-11
DQ900572	1996-12
DQ900573	1997-10
DQ900574	1998-02
DQ900575	2003-06
DQ900576	1996-08
DQ900577	1998-11
DQ900578	1999-02
DQ900579	2003-04
EF151231	1999-02-05
DQ849044	2004
DQ849045	2004
DQ849046	2004
DQ849047	2004
DQ849048	2004
DQ849049	2004
DQ849050	2004
DQ849051	2004
DQ849052	2004
DQ849053	2004
DQ849054	2005
DQ849055	2005
DQ849056	2004
DQ849057	2005
DQ849058	2005
DQ849059	2005
DQ849060	2005
DQ849061	2005
DQ849062	2005
DQ849063	2006
DQ849064	2004
DQ849065	2005
DQ849066	2005
DQ849067	2005
DQ849068	2005
DQ849069	1997
DQ849070	1997
DQ849071	1994
DQ849072	1992
DQ849073	1989
DQ849074	1993
DQ420624	2004-09-01
DQ076093	2002
DQ076094	2002
DQ076095	2004
DQ076096	2002
DQ076097	2004
DQ076098	2004
DQ076099	1999
DQ076100	1999
DQ076101	1999
DQ076102	1999
DQ076103	1999
DQ076104	2002
DQ076105	1998
DQ118245	1990-07-17
AY987477	1998
AY987478	1999
AY987479	1998
AY987480	1998
AY987481	1999
AY987482	1999
AY987483	1998
AY987484	1999
